paper,indicator_id,indicator_text,section,blob,topics,ntopics
Opheim,enforce.subpoena_witnesses,whether the agency may subpoena witnesses,Oversight and enforcement of regulations,whether the agency may subpoena witnesses oversight and enforcement of regulations,['enforce_subpoena'],1
Opheim,enforce.subpoena_records,subpoena records,Oversight and enforcement of regulations,subpoena records oversight and enforcement of regulations,['enforce_subpoena'],1
Opheim,enforce.conduct_administrative_hearings,conduct administrative hearings,Oversight and enforcement of regulations,conduct administrative hearings oversight and enforcement of regulations,['enforce_subpoena'],1
Opheim,enforce.impose_administrative_fines,impose administrative fines,Oversight and enforcement of regulations,impose administrative fines oversight and enforcement of regulations,['penalties'],1
Opheim,enforce.impose_administrative_penalties,impose administrative penalties,Oversight and enforcement of regulations,impose administrative penalties oversight and enforcement of regulations,['penalties'],1
Opheim,enforce.file_independent_court_actions,file independent court actions,Oversight and enforcement of regulations,file independent court actions oversight and enforcement of regulations,['enforce_subpoena'],1
SOMO,aspect.1,Transparency: are the Ministry and banks transparent enough to protect citizens' right to know?,ASSESSMENT ASPECTS (chapter framing),transparency: are the ministry and banks transparent enough to protect citizens' right to know? assessment aspects (chapter framing),[],0
SOMO,aspect.2,Openness to citizen input: are there sufficient opportunities for citizens to provide input into the financial legislative process to protect their right to be heard?,ASSESSMENT ASPECTS (chapter framing),openness to citizen input: are there sufficient opportunities for citizens to provide input into the financial legislative process to protect their right to be heard? assessment aspects (chapter framing),[],0
SOMO,aspect.3,"Equality of access: how is bank lobbying organised, does it result in privileged access and undue influence, and is there equality of access for citizens and civil society?",ASSESSMENT ASPECTS (chapter framing),"equality of access: how is bank lobbying organised, does it result in privileged access and undue influence, and is there equality of access for citizens and civil society? assessment aspects (chapter framing)",[],0
SOMO,aspect.4,"Balance and public interest: how are citizen interests and financial-sector interests weighed, and is the public interest protected?",ASSESSMENT ASPECTS (chapter framing),"balance and public interest: how are citizen interests and financial-sector interests weighed, and is the public interest protected? assessment aspects (chapter framing)",[],0
SOMO,aspect.5,"Accountability: is there information and debate about ministerial decisions, and how accountable are the banks for their lobbying positions and activities?",ASSESSMENT ASPECTS (chapter framing),"accountability: is there information and debate about ministerial decisions, and how accountable are the banks for their lobbying positions and activities? assessment aspects (chapter framing)",[],0
SOMO,gov.binding.1,Legally binding regulations should be introduced by national law to ensure equity among different stakeholders and citizens.,GOV > Legally binding regulations,legally binding regulations should be introduced by national law to ensure equity among different stakeholders and citizens. gov > legally binding regulations,[],0
SOMO,gov.binding.2,Creation of a mandatory Transparency Register with a code of conduct.,GOV > Legally binding regulations,creation of a mandatory transparency register with a code of conduct. gov > legally binding regulations,"['reg_register', 'code_of_conduct']",2
SOMO,gov.binding.3,Implementation of a comprehensive legislative footprint (lobby paragraaf).,GOV > Legally binding regulations,implementation of a comprehensive legislative footprint (lobby paragraaf). gov > legally binding regulations,['disc_leg_footprint'],1
SOMO,gov.binding.4,Establishing guidelines for all civil servants and ministers on dealing with lobbyists.,GOV > Legally binding regulations,establishing guidelines for all civil servants and ministers on dealing with lobbyists. gov > legally binding regulations,[],0
SOMO,gov.binding.5,Transparency about Ministers' official diary.,GOV > Legally binding regulations,transparency about ministers' official diary. gov > legally binding regulations,[],0
SOMO,gov.binding.6,Guidance for improving the balanced weighing of different interests with special attention to the public interest and the interests of citizens.,GOV > Legally binding regulations,guidance for improving the balanced weighing of different interests with special attention to the public interest and the interests of citizens. gov > legally binding regulations,['training'],1
SOMO,gov.righttoknow.footprint.1,"Mandatory comprehensive legislative footprint included in the Memorie van Toelichting accompanying the official internet consultation, clarifying external inputs received before consultation.",GOV > Be transparent (right to know),"mandatory comprehensive legislative footprint included in the memorie van toelichting accompanying the official internet consultation, clarifying external inputs received before consultation. gov > be transparent (right to know)",['disc_leg_footprint'],1
SOMO,gov.righttoknow.footprint.2,"Footprint is comprehensive when sent to Parliament with policy papers / final legislative proposals, covering all formal and informal inputs (not only consultation responses).",GOV > Be transparent (right to know),"footprint is comprehensive when sent to parliament with policy papers / final legislative proposals, covering all formal and informal inputs (not only consultation responses). gov > be transparent (right to know)",['disc_bills'],1
SOMO,gov.righttoknow.footprint.3,"Footprint explains how the Ministry has taken into account all formal and informal interactions and how the range of interests were balanced, including underrepresented interests.",GOV > Be transparent (right to know),"footprint explains how the ministry has taken into account all formal and informal interactions and how the range of interests were balanced, including underrepresented interests. gov > be transparent (right to know)",[],0
SOMO,gov.righttoknow.footprint.4,Footprint based on renewed legislative drafting guidelines (aanwijzingen) ensuring fullest possible transparency without compromising whistle-blower access.,GOV > Be transparent (right to know),footprint based on renewed legislative drafting guidelines (aanwijzingen) ensuring fullest possible transparency without compromising whistle-blower access. gov > be transparent (right to know),[],0
SOMO,gov.righttoknow.announce.1,"Public announcements about legislation as it is being developed (e.g. dedicated webpage with summary, monthly-updated list of external inputs received, links to consultation submissions) — a 'living legislative footprint'.",GOV > Be transparent (right to know),"public announcements about legislation as it is being developed (e.g. dedicated webpage with summary, monthly-updated list of external inputs received, links to consultation submissions) — a 'living legislative footprint'. gov > be transparent (right to know)","['disc_leg_footprint', 'public_consultation']",2
SOMO,gov.righttoknow.diary.1,"Decision-makers (Ministers, Deputy Ministers, Director-Generals, senior officials) publish diaries that announce as many meetings/events as possible a week ahead.",GOV > Be transparent (right to know),"decision-makers (ministers, deputy ministers, director-generals, senior officials) publish diaries that announce as many meetings/events as possible a week ahead. gov > be transparent (right to know)",[],0
SOMO,gov.righttoknow.diary.2,"Maintain a detailed website archive of professional meetings/events with external parties, recording date, organisation/individuals attending, subjects covered, documents received before/during/after, location, links to speeches, and use of social media.",GOV > Be transparent (right to know),"maintain a detailed website archive of professional meetings/events with external parties, recording date, organisation/individuals attending, subjects covered, documents received before/during/after, location, links to speeches, and use of social media. gov > be transparent (right to know)",['access_online'],1
SOMO,gov.righttobeheard.consult.1,Improve public internet consultations by including questions accessible and comprehensible to citizens and non-profit organisations.,GOV > Protect the right to be heard,improve public internet consultations by including questions accessible and comprehensible to citizens and non-profit organisations. gov > protect the right to be heard,[],0
SOMO,gov.righttobeheard.consult.2,"Consultation questions address the aim and desired effect of legislation, not only technicalities.",GOV > Protect the right to be heard,"consultation questions address the aim and desired effect of legislation, not only technicalities. gov > protect the right to be heard",[],0
SOMO,gov.righttobeheard.consult.3,"Widespread and targeted publicity of consultations to reach diverse potential interest groups, with resources allocated for outreach.",GOV > Protect the right to be heard,"widespread and targeted publicity of consultations to reach diverse potential interest groups, with resources allocated for outreach. gov > protect the right to be heard",['training'],1
SOMO,gov.righttobeheard.access.1,Information about upcoming legislation is easier for citizens to find.,GOV > Protect the right to be heard,information about upcoming legislation is easier for citizens to find. gov > protect the right to be heard,[],0
SOMO,gov.righttobeheard.access.2,Ministry is more accessible for citizens to ask questions about upcoming legislation.,GOV > Protect the right to be heard,ministry is more accessible for citizens to ask questions about upcoming legislation. gov > protect the right to be heard,[],0
SOMO,gov.righttobeheard.access.3,More interactive channels for citizens to give input.,GOV > Protect the right to be heard,more interactive channels for citizens to give input. gov > protect the right to be heard,[],0
SOMO,gov.righttobeheard.access.4,Dedicated staff (e.g. Ministry spokesperson) for relations with non-financial stakeholders and citizens.,GOV > Protect the right to be heard,dedicated staff (e.g. ministry spokesperson) for relations with non-financial stakeholders and citizens. gov > protect the right to be heard,[],0
SOMO,gov.integrity.register.1,Mandatory comprehensive Transparency Register used jointly by ministries and parliament; non-subscribers may not lobby officials (waivers for occasional visits and citizens).,GOV > Protect integrity of legislative process,mandatory comprehensive transparency register used jointly by ministries and parliament; non-subscribers may not lobby officials (waivers for occasional visits and citizens). gov > protect integrity of legislative process,[],0
SOMO,gov.integrity.register.2,Subscribers automatically subscribe to a code of conduct defined by government in consultation with stakeholders.,GOV > Protect integrity of legislative process,subscribers automatically subscribe to a code of conduct defined by government in consultation with stakeholders. gov > protect integrity of legislative process,"['penalties', 'code_of_conduct']",2
SOMO,gov.integrity.register.3,"Register includes details of all in-house and external lobbyists, voluntary lobby codes covering them, parliamentary pass holders, focus issues, estimated lobbying costs (staff, housing, travel, office, association membership fees), and individuals with legal/management responsibility for lobbying positions.",GOV > Protect integrity of legislative process,"register includes details of all in-house and external lobbyists, voluntary lobby codes covering them, parliamentary pass holders, focus issues, estimated lobbying costs (staff, housing, travel, office, association membership fees), and individuals with legal/management responsibility for lobbying positions. gov > protect integrity of legislative process","['reg_org_subsidiary', 'disc_gifts']",2
SOMO,gov.integrity.register.4,"Companies and organisations update their details annually, including a short overview of lobbying activities undertaken at Dutch level during the previous year.",GOV > Protect integrity of legislative process,"companies and organisations update their details annually, including a short overview of lobbying activities undertaken at dutch level during the previous year. gov > protect integrity of legislative process",[],0
SOMO,gov.integrity.register.5,Register should not obstruct easy access by citizens and small organisations or companies to policy makers.,GOV > Protect integrity of legislative process,register should not obstruct easy access by citizens and small organisations or companies to policy makers. gov > protect integrity of legislative process,[],0
SOMO,gov.integrity.register.6,Register implementation monitored by an independent and well-resourced authority (inspired by Canadian practice).,GOV > Protect integrity of legislative process,register implementation monitored by an independent and well-resourced authority (inspired by canadian practice). gov > protect integrity of legislative process,[],0
SOMO,gov.integrity.coc.1,"Adapt the integrity code of conduct (Gedragscode Integriteit Rijk 2015) to add new guidelines on dealing with lobbyists, including clear standards/procedures for communications, how meetings are agreed and organised with clarity about topics.",GOV > Protect integrity of legislative process,"adapt the integrity code of conduct (gedragscode integriteit rijk 2015) to add new guidelines on dealing with lobbyists, including clear standards/procedures for communications, how meetings are agreed and organised with clarity about topics. gov > protect integrity of legislative process",['code_of_conduct'],1
SOMO,gov.integrity.coc.2,Establishment of a registration mechanism for meetings conducted with lobbyists; record can feed the legislative footprint.,GOV > Protect integrity of legislative process,establishment of a registration mechanism for meetings conducted with lobbyists; record can feed the legislative footprint. gov > protect integrity of legislative process,['disc_leg_footprint'],1
SOMO,gov.integrity.coc.3,Definition of lobbying that makes clear to civil servants the different ways undue influence can be exerted.,GOV > Protect integrity of legislative process,definition of lobbying that makes clear to civil servants the different ways undue influence can be exerted. gov > protect integrity of legislative process,['def_what_lobbying'],1
SOMO,gov.integrity.coc.4,Guidance on guaranteeing diversity among stakeholders and experts (including civil society) and on organising stakeholder meeting invitations.,GOV > Protect integrity of legislative process,guidance on guaranteeing diversity among stakeholders and experts (including civil society) and on organising stakeholder meeting invitations. gov > protect integrity of legislative process,['training'],1
SOMO,gov.weighing.1,"Identification of diverse stakeholders affected by each legislative proposal and improved impact-assessment of proposals on citizens and non-profit interests, developed in the Memorie van Toelichting guidelines.",GOV > Public interest weighed fairly,"identification of diverse stakeholders affected by each legislative proposal and improved impact-assessment of proposals on citizens and non-profit interests, developed in the memorie van toelichting guidelines. gov > public interest weighed fairly",['disc_bills'],1
SOMO,gov.weighing.2,Clarify the benefits and risks of legislation to the public interest.,GOV > Public interest weighed fairly,clarify the benefits and risks of legislation to the public interest. gov > public interest weighed fairly,[],0
SOMO,gov.weighing.3,"Sufficient human resources to process diverse inputs and consultation responses, so responses do not delay or undermine legislation.",GOV > Public interest weighed fairly,"sufficient human resources to process diverse inputs and consultation responses, so responses do not delay or undermine legislation. gov > public interest weighed fairly",[],0
SOMO,gov.weighing.4,"Clear and practical guidelines on balancing inputs from different stakeholders, e.g. to avoid the interest group with the most consultation responses dominating.",GOV > Public interest weighed fairly,"clear and practical guidelines on balancing inputs from different stakeholders, e.g. to avoid the interest group with the most consultation responses dominating. gov > public interest weighed fairly",[],0
SOMO,gov.weighing.5,Memorie van Toelichting sent to Parliament explains how all formal and informal inputs were assessed and how underrepresented interests were considered.,GOV > Public interest weighed fairly,memorie van toelichting sent to parliament explains how all formal and informal inputs were assessed and how underrepresented interests were considered. gov > public interest weighed fairly,['disc_position'],1
SOMO,gov.weighing.6,"Civil servants and policy makers ask industry-association representatives which members support a presented position, lobby paper, or consultation response, to avoid capture by a small subset of members.",GOV > Public interest weighed fairly,"civil servants and policy makers ask industry-association representatives which members support a presented position, lobby paper, or consultation response, to avoid capture by a small subset of members. gov > public interest weighed fairly",['reg_org_subsidiary'],1
SOMO,gov.accountability.1,"Improved Memorie van Toelichting and comprehensive legislative footprint, mandatory transparency register, openness to citizens, up-to-date BNC-fiche, and improved weighing of interests should support parliamentary, media and civil-society debate about ministerial choices and clarify how the public interest was taken into account, who is impacted, and whether weighing favoured a particular stakeholder.",GOV > Accountability,"improved memorie van toelichting and comprehensive legislative footprint, mandatory transparency register, openness to citizens, up-to-date bnc-fiche, and improved weighing of interests should support parliamentary, media and civil-society debate about ministerial choices and clarify how the public interest was taken into account, who is impacted, and whether weighing favoured a particular stakeholder. gov > accountability","['disc_leg_footprint', 'timeliness']",2
SOMO,mof.transp.diary.1,"Publish a comprehensive Minister of Finance diary including meetings with external parties (inside and outside the Ministry), topics discussed (e.g. specific legislative proposal), and attendees at agreed meetings (excluding events / large meetings).",MOF > Comprehensive transparency policy,"publish a comprehensive minister of finance diary including meetings with external parties (inside and outside the ministry), topics discussed (e.g. specific legislative proposal), and attendees at agreed meetings (excluding events / large meetings). mof > comprehensive transparency policy","['disc_bills', 'disc_position']",2
SOMO,mof.transp.eu.1,"Publish on a Ministry-of-Finance webpage a list of all current EU legislative processes in which the Minister co-decides, with links to BNC-fiche, EC consultation, EP, and ECOFIN sites.",MOF > Comprehensive transparency policy,"publish on a ministry-of-finance webpage a list of all current eu legislative processes in which the minister co-decides, with links to bnc-fiche, ec consultation, ep, and ecofin sites. mof > comprehensive transparency policy",[],0
SOMO,mof.transp.eu.2,"BNC-fiche starts with a short, easy-to-understand summary for non-experts.",MOF > Comprehensive transparency policy,"bnc-fiche starts with a short, easy-to-understand summary for non-experts. mof > comprehensive transparency policy",[],0
SOMO,mof.transp.eu.3,BNC-fiche regularly updated to reflect changes in the Minister's position or compromises reached at ECOFIN.,MOF > Comprehensive transparency policy,bnc-fiche regularly updated to reflect changes in the minister's position or compromises reached at ecofin. mof > comprehensive transparency policy,[],0
SOMO,mof.transp.eu.4,Public official internet consultations are organised in due time about EU financial legislative proposals and the Minister's position on them.,MOF > Comprehensive transparency policy,public official internet consultations are organised in due time about eu financial legislative proposals and the minister's position on them. mof > comprehensive transparency policy,['disc_bills'],1
SOMO,mof.access.consult.1,Public consultations announced on the Ministry's home page.,MOF > Better access for stakeholders,public consultations announced on the ministry's home page. mof > better access for stakeholders,['public_consultation'],1
SOMO,mof.access.consult.2,"Use a range of means to attract responses from academics, stakeholders and citizens.",MOF > Better access for stakeholders,"use a range of means to attract responses from academics, stakeholders and citizens. mof > better access for stakeholders",[],0
SOMO,mof.access.consult.3,Memorie van Toelichting includes details of external contacts made by the Ministry prior to website consultation.,MOF > Better access for stakeholders,memorie van toelichting includes details of external contacts made by the ministry prior to website consultation. mof > better access for stakeholders,['access_online'],1
SOMO,mof.access.capacity.1,"Increase in-house capacity / human resources to identify and attract diverse non-financial interests into the decision-making process, implementing the new external-contacts guidelines (opletpunt, brede blik).",MOF > Better access for stakeholders,"increase in-house capacity / human resources to identify and attract diverse non-financial interests into the decision-making process, implementing the new external-contacts guidelines (opletpunt, brede blik). mof > better access for stakeholders",['disc_business_assoc'],1
SOMO,mof.weighing.1,"Analyse the balance of interests and powers (krachtenveldanalyse) represented in consultation responses, expert and consultation meetings, ministerial meetings, and other inputs; pro-actively search for missing stakeholder views and public-interest positions when imbalance is detected.",MOF > Ensure all interests are weighed seriously,"analyse the balance of interests and powers (krachtenveldanalyse) represented in consultation responses, expert and consultation meetings, ministerial meetings, and other inputs; pro-actively search for missing stakeholder views and public-interest positions when imbalance is detected. mof > ensure all interests are weighed seriously",['access_searchable'],1
SOMO,mof.weighing.2,"Develop and improve impact and risk analysis of potential financial legislation on social, environmental, citizens', and public interests, included in renewed Memorie van Toelichting guidelines.",MOF > Ensure all interests are weighed seriously,"develop and improve impact and risk analysis of potential financial legislation on social, environmental, citizens', and public interests, included in renewed memorie van toelichting guidelines. mof > ensure all interests are weighed seriously",[],0
SOMO,bank.public.activities.1,"Bank gives details of all legislative proposals on which it has been active, either directly or indirectly via industry associations.",BANK > Public information about lobbying,"bank gives details of all legislative proposals on which it has been active, either directly or indirectly via industry associations. bank > public information about lobbying",['disc_bills'],1
SOMO,bank.public.activities.2,"Bank gives details of lobbying activities on its website under easy-to-understand headings, with an easy-to-read short overview (position, legislators approached, main activities).",BANK > Public information about lobbying,"bank gives details of lobbying activities on its website under easy-to-understand headings, with an easy-to-read short overview (position, legislators approached, main activities). bank > public information about lobbying","['disc_govt_targets', 'access_online']",2
SOMO,bank.public.activities.3,Bank defines what it means by the term 'lobbying'.,BANK > Public information about lobbying,bank defines what it means by the term 'lobbying'. bank > public information about lobbying,['penalties'],1
SOMO,bank.public.papers.1,Publish all lobby papers and consultation responses; make them easy to find on the website.,BANK > Public information about lobbying,publish all lobby papers and consultation responses; make them easy to find on the website. bank > public information about lobbying,['access_online'],1
SOMO,bank.public.papers.2,"List significant issues covered in consultation submissions with a link to a short summary, plus all related submissions and position papers, preferably with details of relevant lobbying activities.",BANK > Public information about lobbying,"list significant issues covered in consultation submissions with a link to a short summary, plus all related submissions and position papers, preferably with details of relevant lobbying activities. bank > public information about lobbying",['public_consultation'],1
SOMO,bank.public.assoc.1,Publish all memberships of financial industry associations in the annual report (even inactive memberships); refer in the GRI G4-16 index to the exact webpage where memberships are listed.,BANK > Public information about lobbying,publish all memberships of financial industry associations in the annual report (even inactive memberships); refer in the gri g4-16 index to the exact webpage where memberships are listed. bank > public information about lobbying,"['reg_org_subsidiary', 'freq_cadence', 'access_searchable']",3
SOMO,bank.public.assoc.2,Submit a complete list of memberships to the EU Transparency Register and any future Dutch transparency register.,BANK > Public information about lobbying,submit a complete list of memberships to the eu transparency register and any future dutch transparency register. bank > public information about lobbying,['reg_org_subsidiary'],1
SOMO,bank.public.assoc.3,Ensure overview of memberships is available to all bank staff and provide management board with information on each industry association's lobbying position.,BANK > Public information about lobbying,ensure overview of memberships is available to all bank staff and provide management board with information on each industry association's lobbying position. bank > public information about lobbying,['reg_org_subsidiary'],1
SOMO,bank.public.assoc.4,"Publish information about the bank's level of engagement with each association (board member, working groups, committees, etc.).",BANK > Public information about lobbying,"publish information about the bank's level of engagement with each association (board member, working groups, committees, etc.). bank > public information about lobbying",['reg_org_subsidiary'],1
SOMO,bank.public.budget.1,"Personnel budget and operating costs for the unit/department that lobbies and/or develops the bank's position, including external lobbyists.",BANK > Public information about lobbying,"personnel budget and operating costs for the unit/department that lobbies and/or develops the bank's position, including external lobbyists. bank > public information about lobbying",[],0
SOMO,bank.public.budget.2,Costs of membership of all financial industry organisations that represent or lobby on behalf of the bank (regardless of active involvement).,BANK > Public information about lobbying,costs of membership of all financial industry organisations that represent or lobby on behalf of the bank (regardless of active involvement). bank > public information about lobbying,['reg_org_subsidiary'],1
SOMO,bank.public.budget.3,Cost of membership of lobby industry associations (public-affairs associations) to which in-house lobbyists belong as members.,BANK > Public information about lobbying,cost of membership of lobby industry associations (public-affairs associations) to which in-house lobbyists belong as members. bank > public information about lobbying,['reg_org_subsidiary'],1
SOMO,bank.public.budget.4,Estimated costs of activities by bank representatives (from experts to management-board members) in relation to contact with legislative authorities.,BANK > Public information about lobbying,estimated costs of activities by bank representatives (from experts to management-board members) in relation to contact with legislative authorities. bank > public information about lobbying,['reg_org_subsidiary'],1
SOMO,bank.integrity.1,"Develop a code of conduct for those involved in lobbying, expertise sharing and representation, potentially incorporated into the Dutch bankers' oath; otherwise ensure all are subject to (preferably mandatory or statutory) codes of conduct.",BANK > Integrity of bank interactions,"develop a code of conduct for those involved in lobbying, expertise sharing and representation, potentially incorporated into the dutch bankers' oath; otherwise ensure all are subject to (preferably mandatory or statutory) codes of conduct. bank > integrity of bank interactions",['code_of_conduct'],1
SOMO,bank.integrity.2,"Lobbying treated as a corporate-responsibility issue: all lobbying must be in line with the bank's sustainability statements/goals, with explanation when not.",BANK > Integrity of bank interactions,"lobbying treated as a corporate-responsibility issue: all lobbying must be in line with the bank's sustainability statements/goals, with explanation when not. bank > integrity of bank interactions",[],0
SOMO,bank.integrity.3,Industry associations to which banks belong have strong codes of conduct for those who lobby on their behalf.,BANK > Integrity of bank interactions,industry associations to which banks belong have strong codes of conduct for those who lobby on their behalf. bank > integrity of bank interactions,[],0
SOMO,bank.integrity.4,Disclose the names of the lobbyists who represent the bank at public institutions.,BANK > Integrity of bank interactions,disclose the names of the lobbyists who represent the bank at public institutions. bank > integrity of bank interactions,['reg_lobbyist_id'],1
SOMO,bank.policy.1,"Comprehensive lobbying policy with guidelines covering transparency (positions, activities, costs, memberships).",BANK > Comprehensive policy on lobbying,"comprehensive lobbying policy with guidelines covering transparency (positions, activities, costs, memberships). bank > comprehensive policy on lobbying",['reg_org_subsidiary'],1
SOMO,bank.policy.2,Comprehensive lobbying policy covers integrity (which codes of conduct are followed).,BANK > Comprehensive policy on lobbying,comprehensive lobbying policy covers integrity (which codes of conduct are followed). bank > comprehensive policy on lobbying,[],0
SOMO,bank.policy.3,"Comprehensive lobbying policy covers CSR (no contradiction with sustainability objectives, no harm to society and public interest).",BANK > Comprehensive policy on lobbying,"comprehensive lobbying policy covers csr (no contradiction with sustainability objectives, no harm to society and public interest). bank > comprehensive policy on lobbying",[],0
SOMO,bank.policy.4,Comprehensive lobbying policy covers coordination and supervision of all lobbying positions.,BANK > Comprehensive policy on lobbying,comprehensive lobbying policy covers coordination and supervision of all lobbying positions. bank > comprehensive policy on lobbying,[],0
SOMO,bank.policy.5,"Comprehensive lobbying policy defines who is finally responsible and accountable for lobbying positions and activities, and (if appropriate) for redressing excessive or undue behaviour.",BANK > Comprehensive policy on lobbying,"comprehensive lobbying policy defines who is finally responsible and accountable for lobbying positions and activities, and (if appropriate) for redressing excessive or undue behaviour. bank > comprehensive policy on lobbying",['penalties'],1
SOMO,bank.policy.6,"Comprehensive lobbying policy covers level of engagement in, and responsibility for, positions and lobbying activities of financial industry associations, to avoid abuses of representation and excessive lobbying.",BANK > Comprehensive policy on lobbying,"comprehensive lobbying policy covers level of engagement in, and responsibility for, positions and lobbying activities of financial industry associations, to avoid abuses of representation and excessive lobbying. bank > comprehensive policy on lobbying",[],0
Sunlight,lobbyist_activity,Lobbyist Activity,Lobbyist Activity,lobbyist activity lobbyist activity,[],0
Sunlight,expenditure_transparency,Expenditure Transparency,Expenditure Transparency,expenditure transparency expenditure transparency,[],0
Sunlight,expenditure_reporting_thresholds,Expenditure Reporting Thresholds,Expenditure Reporting Thresholds,expenditure reporting thresholds expenditure reporting thresholds,['disc_exp_threshold'],1
Sunlight,document_accessibility,Document Accessibility,Document Accessibility,document accessibility document accessibility,[],0
Sunlight,lobbyist_compensation,Lobbyist Compensation,Lobbyist Compensation,lobbyist compensation lobbyist compensation,[],0
TI_2016,criterion.1,"Data must be accessible: free to use and reuse, published in a timely manner and easily found.",OPEN-DATA CRITERIA,"data must be accessible: free to use and reuse, published in a timely manner and easily found. open-data criteria",['timeliness'],1
TI_2016,criterion.2,Data must be accurate: complete and reflective of reality.,OPEN-DATA CRITERIA,data must be accurate: complete and reflective of reality. open-data criteria,[],0
TI_2016,criterion.3,"Data must be intelligible: structured in a way that can be analysed (e.g. clear and consistent columns, values and formats).",OPEN-DATA CRITERIA,"data must be intelligible: structured in a way that can be analysed (e.g. clear and consistent columns, values and formats). open-data criteria",[],0
TI_2016,criterion.4,Data must be meaningful: useful for the user.,OPEN-DATA CRITERIA,data must be meaningful: useful for the user. open-data criteria,[],0
TI_2016,avail.mep.1,MEP declarations must include occupation or membership of the parliamentarian.,DATA AVAILABILITY > MEPs' Financial Interests,mep declarations must include occupation or membership of the parliamentarian. data availability > meps' financial interests,"['reg_org_subsidiary', 'disc_business_assoc']",2
TI_2016,avail.mep.2,MEP declarations must include other mandates held by the parliamentarian.,DATA AVAILABILITY > MEPs' Financial Interests,mep declarations must include other mandates held by the parliamentarian. data availability > meps' financial interests,['disc_business_assoc'],1
TI_2016,avail.mep.3,MEP declarations must include membership or activity of the parliamentarian.,DATA AVAILABILITY > MEPs' Financial Interests,mep declarations must include membership or activity of the parliamentarian. data availability > meps' financial interests,"['reg_org_subsidiary', 'disc_business_assoc']",2
TI_2016,avail.mep.4,"MEP declarations must include occasional activity if total remuneration exceeds €5,000 in a calendar year.",DATA AVAILABILITY > MEPs' Financial Interests,"mep declarations must include occasional activity if total remuneration exceeds €5,000 in a calendar year. data availability > meps' financial interests",['disc_business_assoc'],1
TI_2016,avail.mep.5,MEP declarations must include holdings or partnerships with potential public policy implications.,DATA AVAILABILITY > MEPs' Financial Interests,mep declarations must include holdings or partnerships with potential public policy implications. data availability > meps' financial interests,['disc_business_assoc'],1
TI_2016,avail.mep.6,MEP declarations must include other financial interests of the parliamentarian.,DATA AVAILABILITY > MEPs' Financial Interests,mep declarations must include other financial interests of the parliamentarian. data availability > meps' financial interests,['disc_business_assoc'],1
TI_2016,avail.tr.1,"Transparency Register entry must include registrant's key characteristics (e.g. address of headquarter and Brussels office, names of people with legal responsibility, name of person in charge for EU affairs).",DATA AVAILABILITY > Transparency Register,"transparency register entry must include registrant's key characteristics (e.g. address of headquarter and brussels office, names of people with legal responsibility, name of person in charge for eu affairs). data availability > transparency register",[],0
TI_2016,avail.tr.2,Transparency Register entry must include goals/remit of lobbying activities.,DATA AVAILABILITY > Transparency Register,transparency register entry must include goals/remit of lobbying activities. data availability > transparency register,['disc_subject'],1
TI_2016,avail.tr.3,Transparency Register entry must include specific activities and EU initiatives covered by the register.,DATA AVAILABILITY > Transparency Register,transparency register entry must include specific activities and eu initiatives covered by the register. data availability > transparency register,[],0
TI_2016,avail.tr.4,Transparency Register entry must include number of persons and full-time equivalents involved in the lobbying activities.,DATA AVAILABILITY > Transparency Register,transparency register entry must include number of persons and full-time equivalents involved in the lobbying activities. data availability > transparency register,[],0
TI_2016,avail.tr.5,Transparency Register entry must include names of persons accredited for access to EP premises.,DATA AVAILABILITY > Transparency Register,transparency register entry must include names of persons accredited for access to ep premises. data availability > transparency register,[],0
TI_2016,avail.tr.6,Transparency Register entry must include membership and affiliation of the registrant.,DATA AVAILABILITY > Transparency Register,transparency register entry must include membership and affiliation of the registrant. data availability > transparency register,['reg_org_subsidiary'],1
TI_2016,avail.tr.7,Transparency Register entry must include estimated lobby expenses of the registrant.,DATA AVAILABILITY > Transparency Register,transparency register entry must include estimated lobby expenses of the registrant. data availability > transparency register,['disc_exp_total'],1
TI_2016,avail.tr.8,Transparency Register entry must include grants received from EU institutions by the registrant.,DATA AVAILABILITY > Transparency Register,transparency register entry must include grants received from eu institutions by the registrant. data availability > transparency register,[],0
TI_2016,avail.tr.9,Transparency Register entry must include financial data on the registrant.,DATA AVAILABILITY > Transparency Register,transparency register entry must include financial data on the registrant. data availability > transparency register,[],0
TI_2016,avail.mtg.1,Lobby meeting record must include the date of the meeting.,DATA AVAILABILITY > Lobby Meetings,lobby meeting record must include the date of the meeting. data availability > lobby meetings,['disc_meeting_log'],1
TI_2016,avail.mtg.2,Lobby meeting record must include the location of the meeting.,DATA AVAILABILITY > Lobby Meetings,lobby meeting record must include the location of the meeting. data availability > lobby meetings,['disc_meeting_log'],1
TI_2016,avail.mtg.3,Lobby meeting record must include the entity or entities met.,DATA AVAILABILITY > Lobby Meetings,lobby meeting record must include the entity or entities met. data availability > lobby meetings,"['disc_govt_targets', 'disc_meeting_log']",2
TI_2016,avail.mtg.4,Lobby meeting record must include the subject(s) of the meeting.,DATA AVAILABILITY > Lobby Meetings,lobby meeting record must include the subject(s) of the meeting. data availability > lobby meetings,['disc_meeting_log'],1
